"num","team","total_epa","auto_cycles","auto_points","teleop_cycles","teleop_points","total_cycles","total_points","links","cube_cycles","cube_points","cone_cycles","cone_points","bot_cycles","mid_cycles","top_cycles","fouls_committed","fouls_drawn","capped_fouls_committed","capped_fouls_drawn"
"4276","Surf City Vikings","34","1.1","5.3","3.7","10.3","4.8","20.3","1","3.9","11.4","0.9","4.2","2.7","0.8","1.3","0.1","0.7","0.1","0.9"
"8768","CTEC Titans","33.9","0.9","2.8","4.7","14.9","5.6","25.3","1.5","2.8","8","2.8","9.8","2.1","2.4","1.1","3.3","2.2","3.6","2.1"
"192","GRT","33.9","1.1","6.2","3","11.5","4.1","20.1","0.5","1.1","7","3","10.7","0.5","1.1","2.5","4.4","1.6","2.7","1.7"
"2637","Phantom Catz","33.6","0.5","2.2","4.8","14.4","5.2","24.2","1.5","2.9","7.6","2.4","8.9","3","0.6","1.7","0.8","4.7","0.8","2.3"
"2854","The Prototypes","33.1","1.2","5.5","3.5","10.4","4.7","19.7","0.8","2.2","8.2","2.5","7.8","0.8","3.1","0.8","3.7","3.9","3.5","4"
"399","Eagle Robotics","32.8","1.2","5.9","4.5","12.5","5.7","23.8","1.1","4.4","13.6","1.3","5","2.8","1.3","1.5","0.2","1.6","0.6","1.5"
"1700","Gatorbotics","32.7","0.8","2.5","5.3","15.5","6.1","28.4","2.1","0.8","3.7","5.4","14.4","4","0.8","1.4","0.7","0","0","0"
"8016","Eco Robotics","32.6","0.7","3.7","3.6","14.5","4.2","24","1.2","1.8","7.5","2.5","10.7","0.4","1.2","2.6","2.9","0.2","2.4","0.1"
"3473","Team Sprocket","32.4","0.8","4.2","4.9","16.5","5.7","27.6","1.4","3.4","10.7","2.3","10","2.5","0.5","2.6","0.8","4.8","1.2","4.9"
"6884","Deep-Space Robotics","32.4","1.1","5.6","4.1","10.4","5.2","21.5","1.1","4.1","12","1.1","3.9","3.4","0.4","1.4","0","3.7","0.1","3"
"4","Team 4 ELEMENT","32.3","1.1","5","4.2","12.1","5.3","24.5","1.5","2.4","7.2","2.9","10.1","2.4","1.5","1.4","1.4","0.4","0.7","0.3"
"2473","Goldstrikers","32.2","0.5","3.3","3.5","10.8","4","19.6","1.1","2.4","7.5","1.6","6.5","1.3","1.3","1.4","1.5","8","1.7","3.2"
"5924","Golden Gate Robotics","31.8","1","3.8","3.3","8.2","4.4","17.7","1.1","3.3","8.8","1","3.2","2.2","2.1","0.1","1","0.9","1.1","0.8"
"3952","Troy Robotics","31.5","1.1","5.9","2.3","9.1","3.4","18.9","0.8","1.6","7.5","1.8","7.6","0.4","0.8","2.2","3.9","1.2","3.4","1.3"
"2102","Team Paradox","31.5","0.7","3.1","4.1","11","4.8","20.3","1.2","3","8.4","1.8","5.7","3.2","0.5","1.1","1.4","0","1.6","0"
"5474","Clairemonster","31.4","0.9","4.3","2.8","8.8","3.7","17.1","0.8","2.1","6.7","1.7","6.4","2.1","0.1","1.5","0.3","0.2","0.8","0.3"
"4159","CardinalBotics","31.3","0.9","4.3","3.6","12.8","4.5","21.9","1","1.7","7.1","2.8","10","1.5","0.8","2.2","0.8","1","1","1.9"
"4135","Iron Patriots","31.1","0.9","4.5","3.6","13.6","4.5","23.7","1.1","1.4","5.3","3.1","12.8","1.1","1","2.4","1.9","0.4","2.1","0.3"
"4501","Humans","30.7","1","5.7","2.7","8.8","3.8","18.2","0.7","2.2","8.3","1.6","6.2","1.6","0.3","1.9","0","0.9","0","1.1"
"2489","The Insomniacs","30.4","0.6","1.4","4.6","12.3","5.2","21.3","1.5","4.6","11.1","0.5","2.7","3.7","0.7","0.7","0","0.9","0","0.9"
"852","Athenian Robotics Collective","30.4","0.9","3.1","2.4","8.6","3.3","16.3","0.9","1.2","3.7","2.1","8","1.7","0.4","1.3","3.8","3.8","3.9","2.6"
"2710","JetStream 2710","30.3","0.9","3.6","3.7","9.7","4.6","18","0.9","1.8","5.6","2.9","7.7","1.6","3.1","0","0","2.1","0","2"
"6657","Arborbotics","30","0.7","3.2","4.4","12.7","5.1","22.1","1.2","4","11.3","1.1","4.6","2.8","1","1.4","1.2","0.7","0.7","0.8"
"6658","Rockbotics","29.9","0.9","3.4","3.2","10","4.1","17.3","0.8","3","9.3","1.1","4.1","1.6","1.6","0.9","3.6","3.3","3.1","3.2"
"668","The Apes of Wrath","29.9","1","3.8","2.9","11.9","4","19.6","0.8","0.4","3.2","3.5","12.6","0.6","1.5","1.8","2","0.4","1.5","0.3"
"3863","Pantherbotics","29.7","0.8","4.3","3.6","12.1","4.4","22.2","1.2","1.6","5.7","2.8","10.7","1.6","0.7","2.1","3.2","3.8","2.7","2.6"
"6695","Alpha Knights","29.6","0.1","1.2","3.1","8.7","3.2","12.8","0.6","1.3","3.8","1.9","6.1","0.9","1.7","0.5","5.8","4","2.6","3.7"
"7137","Project 212","29.4","0.7","4.2","3.7","11","4.4","18.2","0.6","4","12.9","0.4","2.3","2.1","0.7","1.6","0.2","0.3","0.3","1.3"
"5124","West Torrance Robotics","29.2","1","5.8","3.1","9.9","4.1","21.2","1.1","2.9","10","1.2","5.8","1.8","0.2","2.1","2.3","2.9","2.3","2.3"
"5089","Robo-Nerds","29.1","1.2","5.2","3.7","10.1","4.8","19.3","0.8","4.1","11.7","0.7","3.6","2.7","0.9","1.2","0","1.9","0","1.7"
"6220","The Golden Griffins","28.9","0.8","4.9","2.8","8.2","3.6","14.2","0.2","1.9","7.9","1.6","5.2","1.5","0.6","1.5","0.3","6.4","0.1","5"
"6418","The Missfits","28.9","0.8","3.3","3.2","9.9","3.9","18.4","1","2.6","7.3","1.3","5.8","2.2","0.4","1.4","7.7","1.6","2.6","1"
"199","Deep Blue","28.7","0.9","4.1","2.6","8.6","3.5","17.8","1","0.6","3.1","2.9","9.7","1.7","0.3","1.5","6.3","3.3","3.7","3.9"
"5700","SOTA Cyberdragons","27.9","1.1","4.5","3.1","6.9","4.2","16.8","1.1","4.1","10.7","0.1","0.7","3.4","0.2","0.6","7.6","1.7","6","2.3"
"7042","Poly Rabbotics","27.8","1.2","6.5","2.5","8.6","3.7","18.9","0.8","1.7","7.1","2","7.9","1","0.8","1.9","2.2","0.8","1.8","1.1"
"6662","FalconX","27.6","0.4","1.1","2.8","9.9","3.2","12.7","0.3","2","7.2","1.3","3.8","1.2","0.9","1.1","1.8","1.7","2.4","1.6"
"7667","OtterBots","27.4","0.7","2.2","3.3","9.5","4","15.9","0.8","2.7","8.5","1.3","3.2","2.1","1.3","0.6","3.1","12.6","3.4","5.1"
"1662","Raptor Force Engineering","27.2","1","3.9","2.1","5.6","3.1","11.9","0.5","0.3","2","2.8","7.4","1.4","1.4","0.3","3.7","3.1","1.1","2.9"
"1515","MorTorq","27.2","0","0.5","3.4","10","3.4","14.5","0.8","2.9","7.9","0.6","2.6","1.8","0.7","1","3.8","3.4","2.9","2.9"
"9202","Silicon Valley Technos","27.2","0.4","1.7","3","9.1","3.3","14.2","0.7","2.6","8.2","0.8","2.7","2","0.2","1.2","0","1.5","0","1.9"
"6238","POPCORN PENGUINS 6238","27.2","1","3.8","2.6","7.4","3.5","15.9","0.9","1.2","3.2","2.3","8","1.3","1.8","0.5","3.7","3.3","3.2","3.1"
"840","Aragon Robotics Team","27.1","1","4.4","2.8","11","3.8","19.1","0.7","1","4.1","2.8","11.4","1.2","0.4","2.2","0.4","1.1","0.5","0"
"7419","QLS Tech Support","27","1.1","6.6","2.7","7.8","3.8","19.4","1","2.1","7","1.7","7.4","1.8","0.2","1.8","1.5","0.9","1.8","0.8"
"1572","The Hammer Heads","27","0.9","3.5","4.5","13.3","5.5","22","1","1.1","3.2","4.3","13.6","1","4.2","0.3","0.2","0.2","0.3","0.5"
"2288","Hydra Robotics","26.9","0.7","3.5","3","10.8","3.6","19.2","1","1.7","5.8","1.9","8.4","1.6","-0.2","2.2","0","0.5","0.1","0.6"
"4141","Monarch Robotics","26.9","0.9","2.6","2.7","8.9","3.6","15.6","0.8","3.1","7.9","0.6","3.6","2.9","-0.7","1.3","0.1","4.6","0","4"
"3598","SEStematic Eliminators","26.5","0.8","3.8","3.1","7.3","3.9","14.9","0.8","3.5","9.9","0.4","1.3","3.1","0","0.8","2.9","0","2.2","0"
"2135","Presentation Invasion","26.4","0.8","4.3","3.1","7.5","3.8","14.8","0.6","3.8","10.7","0.1","1.1","2.4","0.4","1","2","1.7","2.5","1.1"
"9271","Cyber Porpoises","26.1","0.7","1.9","2.8","7.5","3.5","12.6","0.7","1.4","3.1","2.2","6.2","2.5","0.7","0.3","4.3","2","3.6","2.1"
"4990","Gryphon Robotics","26","0.4","2.1","3.3","11.1","3.7","16.3","0.6","3","7.8","0.7","5.3","2.1","-0.1","1.8","3.3","3","1.5","3"
"3189","Circuit Breakers","25.5","0.7","3.8","3.3","7.3","4","16","1","4","10.7","0","0.4","2.7","0.9","0.5","0.1","0.7","0.6","0.7"
"2204","Rambots","25.4","0.8","3.7","2.8","9.2","3.5","15.4","0.5","1.8","6.1","1.8","6.8","1.8","0","1.7","0","1.5","0","1.2"
"5137","Iron Kodiaks","25.4","0.2","2.1","3.2","8.1","3.5","15","1","2.9","7.9","0.6","2.4","2.2","0.4","0.9","1.7","0.9","1.6","0.9"
"5025","Pacific Steel","25.2","0.6","2.9","2.6","7.7","3.3","14.2","0.7","1.3","5.2","1.9","5.4","1.4","1.1","0.7","6.4","3.1","5.6","3.5"
"2543","TitanBot","25.1","0.9","4.9","2.6","8.5","3.5","17","0.7","1.9","6.5","1.6","6.9","1.6","0.1","1.8","3.4","0.4","3","0.3"
"8119","TigerBotics","25.1","0","-0.1","4","11.8","4","15.9","0.8","3","7.9","1","3.7","1.7","1.5","0.7","2.9","4.2","2.9","4.4"
"841","The BioMechs","24.8","0.5","0.9","3.3","9.1","3.9","14.6","0.9","3.2","8.1","0.7","2","3","0.4","0.5","0.9","1.9","1.3","2"
"7415","Jaguar Robotics","24.7","1","3.1","2.3","6","3.4","13.8","0.9","3.3","7.7","0.1","1.4","2.5","0.6","0.3","0","0.7","0","0.8"
"9111","Warriors of Hephaestus","24.7","1","3.6","2.9","7.5","3.9","15.4","0.8","3.7","10.3","0.2","0.8","2.6","0.9","0.5","2.7","2.3","2.9","2.1"
"6822","THE SHISHKABOTS","24.7","1","6","2.1","5.1","3.1","14.2","0.6","2.3","7.6","0.8","3.6","1.4","0.5","1.1","2.8","5.1","3.3","1.6"
"3965","Sultans","24.6","1","3.6","1.9","6.4","2.9","13.1","0.6","2.2","6.5","0.7","3.5","1.8","-0.1","1.2","4.5","0","3.3","0.2"
"980","ThunderBots","24.6","0.6","1.9","3.2","9.1","3.8","15.6","0.9","1.7","4.3","2.2","6.7","2.1","1.2","0.5","0.2","0.3","0.6","0.3"
"1661","Griffitrons","24.2","0.9","4.8","2.5","10.5","3.4","18.3","0.6","1.5","7.3","1.9","8","0.4","0.6","2.3","1.2","1.1","1.7","1.1"
"751","barn2robotics","23.8","0.8","2.6","2.9","8.4","3.8","15.8","1","2.7","6.5","1.1","4.4","2.8","0.3","0.8","0.5","1.3","0.9","1.5"
"4014","Pixelators","23.8","0.1","0.8","2","6.2","2.1","9.2","0.5","1.7","4.6","0.4","2.3","1.1","0.2","0.8","4","1","4.2","1.3"
"3045","Gear Gremlins","23.6","0.8","4.2","3","7","3.8","15.6","0.9","3.4","8.9","0.4","2.3","2.7","0.3","0.8","1.3","0.3","0.8","0.4"
"4904","Bot-Provoking","23.4","1.1","5.6","1.9","6.7","3","16.1","0.7","1.6","5.6","1.3","6.7","1.3","-0.1","1.8","2.8","3.1","2.7","3.3"
"5136","MechaPirates","23.3","0.7","4.5","1.9","3.2","2.6","10.2","0.5","2.4","7.9","0.1","-0.2","2.2","-0.3","0.7","2.1","0","2.1","0"
"6918","Napa Cellar Rats","23","0.2","0.9","3","6.6","3.2","10.9","0.7","2.8","6.1","0.4","1.4","2.6","0.6","0.1","1.9","0.3","1.7","0.4"
"4984","Bullseye","23","0.9","2.6","1.8","6.7","2.6","12","0.5","1.4","4.9","1.2","4.4","1.6","-0.1","1.1","5.5","5.5","5","3.5"
"2035","Robo Rockin' Bots","22.8","0.7","3","2.7","6.5","3.4","13.2","0.8","2.7","6.7","0.7","2.7","2.6","0.4","0.5","2.7","8.6","2.1","5.2"
"7323","TriTron","22.8","0.1","0.3","2.4","5.3","2.6","8.8","0.6","1.8","3.8","0.8","1.8","1.9","0.7","-0.1","2.6","0.3","2.5","0.2"
"6305","Stable Circuits","22.8","0.8","2.9","2.3","5.7","3","12.7","0.8","2.9","7.3","0.1","1.3","2.3","0.1","0.6","1.2","0.4","1.6","0.7"
"2658","Σ-Motion","22.7","0.4","1.4","2.3","5.6","2.6","10.1","0.6","2.6","6.7","0.1","0.4","2","0.2","0.4","2.1","1","2.1","1"
"3501","Firebots","22.7","0.6","2.1","0.9","2.3","1.5","5.6","0.2","1.5","4.3","0","0.2","1.3","0","0.3","0","3.4","0","3.2"
"253","Boba Bots","22.3","1.1","3.6","2.1","5","3.2","11.4","0.6","1.1","3.7","2.1","4.8","2.5","0.6","0.1","10.1","4.8","3.9","3.9"
"702","Bagel Bytes","22.1","0.6","1.9","2.9","11.4","3.5","15.3","0.4","2.7","8.5","0.8","4.9","1.8","-0.3","2","1.2","0.3","2.1","0.4"
"4973","Gator Gears","21.9","0.5","2.9","1.7","5.4","2.2","11","0.5","1.9","5.8","0.3","2.6","1.1","-0.3","1.2","0.5","1.6","1.1","1.6"
"5285","Y","21.9","0.8","4.7","3","10.2","3.8","17.9","0.6","2.2","9.1","1.6","5.9","1","0.9","1.9","3.1","1.3","2.8","1.7"
"1458","Red Tie Robotics","21.8","0.6","3.5","2.4","5.9","3","13.2","0.7","2.1","6.3","0.9","3.1","2.2","-0.3","1","8.8","0.2","3.7","0.1"
"4079","Quantum Leap","21.7","0.6","3.1","1.7","4.3","2.3","8.8","0.3","1.2","3.7","1.1","3.7","1.8","-0.2","0.8","5","5.5","4.1","4.6"
"3482","Arrowbotics","21.7","0.7","3.4","2","6.9","2.7","13.2","0.6","2","6.8","0.8","3.4","1.2","0.3","1.3","2.5","0.1","1.9","0.2"
"6904","TeraWatts","21.5","0","0.2","2.9","5.8","2.9","8.8","0.5","2.7","5.2","0.3","0.8","2.2","1","-0.3","3.1","2.5","2.5","1.6"
"4999","Momentum","21.3","0.3","1.8","2.6","9.3","3","14.8","0.7","1.6","5.1","1.4","6","0.8","0.8","1.4","3.4","0.1","3","0.4"
"3759","SMARTBOTS","21.1","0.3","1.1","2.7","6.9","3","10.4","0.5","1.6","4","1.4","4","2","0.7","0.4","0.1","1.6","0.4","2"
"5678","Knightrise","20.9","0.4","1.3","3","5.3","3.4","10.9","0.9","3.2","6.8","0.2","-0.2","3.3","0.4","-0.3","0","0","0","0"
"3925","Circuit of Life","20.5","0.1","0.7","2.9","11.8","2.9","13.9","0.3","1.5","6.1","1.4","6.3","0.1","1.1","1.8","0.8","1.2","0.8","1.1"
"6059","System Overload Robotics","20.5","0.1","0.1","2.6","7.1","2.7","10.2","0.6","2.1","4.8","0.6","2.5","2.1","0","0.6","10.6","4.3","3.8","3.4"
"3256","WarriorBorgs","20.4","0.8","3.3","2.6","9.1","3.4","15.9","0.7","0.8","4","2.6","8.4","1.3","0.7","1.3","1.3","3","1.3","3"
"1266","The Devil Duckies","20.3","0.3","1","3.4","6.5","3.7","11.3","0.8","3.5","8","0.1","-0.6","3.2","0.7","-0.3","0","0.8","0","1.5"
"6962","RobotX","20.3","0.8","3","1.2","3.1","2","8","0.4","1.9","5.5","0.1","0.6","1.8","-0.4","0.5","0.7","4.7","0.8","4.1"
"6619","GravitechX","20.2","0.8","3.1","2.1","5","2.9","12","0.8","2.6","6.7","0.3","1.4","2.6","-0.2","0.6","1","0.5","1.2","0.4"
"7230","Mythic Mechanix","20.2","0.4","1.9","1.8","5.6","2.2","7.9","0.1","1.9","6.8","0.3","0.7","1.2","0.2","0.8","0.1","3.7","0.2","3.2"
"5728","MC2","20.1","0.5","1.2","1.5","2.9","2","5.9","0.4","1.4","3","0.6","1.1","2","0.1","-0.1","3.7","7.3","3.2","1.8"
"2643","Dark Matter","20.1","0.4","1.4","1.8","5.8","2.1","9","0.4","1.1","3.3","1","3.8","1.1","0.3","0.7","4","7.8","3.6","4.3"
"6814","Ellipse","20","0.4","2","2.4","6.4","2.8","12.9","0.9","2.6","6.6","0.1","1.7","2.3","-0.5","1","3.2","1.8","2.3","1.8"
"1159","Ramona Rampage","20","0.7","3.6","2","6.9","2.7","11.8","0.3","2","7.9","0.7","2.5","1.1","0.2","1.4","4.2","1.3","3.8","1.6"
"4643","Butte Built Bots","19.9","0.5","1.5","3.4","9.9","3.8","14.3","0.6","3.6","9.4","0.3","2.1","2.5","0.3","1","9","0.3","3.4","0.6"
"691","Project 691 Robotics","19.8","-0.1","-0.2","3.4","9","3.3","12.5","0.8","2.5","6","0.8","2.8","2.2","0.5","0.6","4.5","3.2","3.5","3.4"
"9006","Crescent Wing Robotics","19.7","0.7","2.8","2.4","7.7","3","13.1","0.5","1.9","5.7","1.1","4.9","1.8","-0.1","1.3","0.7","1.7","1.1","1.3"
"3341","Option 16","19.7","0.9","5.2","2.3","5.8","3.2","13.8","0.6","2.3","6.6","0.9","4.4","1.8","0.2","1.2","3.1","0.4","1.9","0.6"
"589","Falkon Robotics","19.6","0.7","2.8","1.5","1.6","2.2","5.8","0.3","1.8","4","0.4","0.4","2.2","0.4","-0.4","2.2","4","2.2","3.4"
"4669","Galileo Robotics","19.2","0.7","4","1.6","5","2.3","12.9","0.8","1.6","5.8","0.7","3.2","0.9","0.4","1.1","0","0.4","0","0.6"
"2827","Crown City Robotics","19.1","0","0.1","2.2","5.1","2.2","8.1","0.6","2.2","4.8","0","0.4","1.9","-0.2","0.3","1.4","2.6","1.6","1.6"
"7528","Nuts and Bolts","19.1","0.5","3.2","2.8","7.3","3.4","13.7","0.6","2.1","5.1","1.3","5.4","2","0.4","1","2.1","2.9","0.9","2.5"
"4470","TiGears","19","0.3","1","1.5","4.2","1.8","5.9","0.1","0.3","1.5","1.5","3.9","0.9","0.6","0.3","2.8","3","1.5","2.5"
"981","Snobotics","19","0.6","1.9","1.7","4.4","2.2","8.4","0.4","2.3","5.8","-0.1","0.5","2","-0.3","0.5","4.5","0.4","4.6","0.5"
"8262","Jump Robotics","18.9","0.6","3.3","3","8.4","3.7","15.6","0.8","2.7","7.3","1","4.4","2.1","0.5","1.1","9.2","1.9","3","1.8"
"5430","Pirate Robolution","18.8","1.1","4.9","2.1","4.8","3.2","12.4","0.5","2.1","6.6","1.1","3.2","1.1","2","0","0","0.2","0.1","0.2"
"8521","CyberLions","18.7","0.2","0.9","2.4","6.8","2.5","10.2","0.5","1.8","4.8","0.8","2.8","1.7","0","0.8","4.8","2.4","2.7","2.1"
"2984","Vikings Robotics","18.6","0.4","2.4","1.8","3.6","2.2","9.5","0.7","1.6","4.2","0.6","1.8","2.2","-0.6","0.6","5.3","2.4","4.9","2.5"
"1280","Ragin' C-Biscuits","18.4","0.4","1.7","2.4","6.3","2.8","11.3","0.7","2.2","5.7","0.6","2.3","2","0.2","0.7","2.9","2.4","2.2","2.6"
"606","Cyber Eagles","18.3","0.2","1","1.8","5.7","2","9.7","0.6","0.3","1.2","1.7","5.5","1","0.2","0.8","3","3.2","3.3","3.1"
"5835","Sage Hill Robotics","18.3","0","-0.3","2.2","7.1","2.1","9.2","0.5","1.4","3.8","0.7","3","1.3","-0.2","0.9","3","0","2.9","0.1"
"7413","Plus Ultra","18.3","0.1","-0.3","2.5","8.4","2.6","11.5","0.7","2","5.3","0.6","3","1.6","0.1","0.9","5.7","0.4","0.9","0.4"
